"Date","Price","Open","High","Low","Vol.","Change %"
"10-02-2021","51,309.39","51,355.89","51,512.86","50,846.22","15.96M","-0.04%"
"09-02-2021","51,329.08","51,484.23","51,835.86","51,193.93","21.19M","-0.04%"
"08-02-2021","51,348.77","51,146.67","51,523.38","51,146.67","20.60M","1.22%"
"05-02-2021","50,731.63","51,031.39","51,073.27","50,565.29","32.18M","0.23%"
"04-02-2021","50,614.29","50,212.25","50,687.51","49,926.45","33.55M","0.71%"
"03-02-2021","50,255.75","50,231.06","50,526.39","49,515.88","22.37M","0.92%"
"02-02-2021","49,797.72","49,193.26","50,154.48","49,193.26","28.35M","2.46%"
"01-02-2021","48,600.61","46,617.95","48,764.40","46,433.65","22.03M","5.00%"
"29-01-2021","46,285.77","47,423.47","47,423.66","46,160.46","14.46M","-1.26%"
"28-01-2021","46,874.36","46,834.57","47,172.02","46,518.48","25.01M","-1.13%"
"27-01-2021","47,409.93","48,385.28","48,387.25","47,269.60","19.56M","-1.94%"
"25-01-2021","48,347.59","49,253.68","49,263.15","48,274.92","15.52M","-1.09%"
"22-01-2021","48,878.54","49,594.95","49,676.88","48,832.08","18.42M","-1.50%"
"21-01-2021","49,624.76","50,096.57","50,184.01","49,398.86","19.33M","-0.34%"
"20-01-2021","49,792.12","49,508.79","49,874.42","49,373.68","12.16M","0.80%"
"19-01-2021","49,398.29","48,900.31","49,499.86","48,805.54","11.02M","1.72%"
"18-01-2021","48,564.27","49,061.22","49,122.23","48,403.97","16.61M","-0.96%"
"15-01-2021","49,034.67","49,656.71","49,656.71","48,795.79","14.69M","-1.11%"
"14-01-2021","49,584.16","49,432.83","49,663.58","49,182.37","24.47M","0.19%"
"13-01-2021","49,492.32","49,763.93","49,795.19","49,073.85","27.17M","-0.05%"
"12-01-2021","49,517.11","49,228.26","49,569.14","49,079.57","12.68M","0.50%"
"11-01-2021","49,269.32","49,252.31","49,303.79","48,956.38","21.18M","1.00%"
"08-01-2021","48,782.51","48,464.91","48,854.34","48,365.58","22.19M","1.43%"
"07-01-2021","48,093.32","48,524.36","48,558.34","48,037.87","18.43M","-0.17%"
"06-01-2021","48,174.06","48,616.66","48,616.66","47,864.14","22.50M","-0.54%"
"05-01-2021","48,437.78","48,037.63","48,486.24","47,903.38","12.18M","0.54%"
"04-01-2021","48,176.80","48,109.17","48,220.47","47,594.47","13.87M","0.64%"
"01-01-2021","47,868.98","47,785.28","47,980.36","47,771.15","8.27M","0.25%"
